Preliminary Risk Category,Neighborhood,Address,City,State,Zip Code,Year Built,No. Stories,Retrofit Level,Building Use,Estimated Number of Occupants,Confirmation Source,Long/Lat
Medium Risk,Cascade/Eastlake,433 Eastlake Ave E,Seattle,WA,98109,1918,2,No visible retrofit,Commercial,101+,Field Visit,POINT (-122.32918 47.62302)
Medium Risk,Cascade/Eastlake,601 Eastlake Ave E,Seattle,WA,98109,1908,4,Permitted Retrofit,Commercial/Residential,101+,Field Visit,POINT (-122.3292 47.62439)
Medium Risk,Cascade/Eastlake,900 Thomas St,Seattle,WA,98109,1920,2,Substantial Alteration,Commercial/Office,11-100,Google Street View,POINT (-122.33954 47.62086)
Critical Risk,Cascade/Eastlake,1501 10th Ave E,Seattle,WA,98102,1930,3,Permitted Retrofit,Schools,101+,Permit Drawing Review,POINT (-122.32058 47.63225)
Medium Risk,Cascade/Eastlake,2132 3rd Ave,Seattle,WA,98121,1919,2,No visible retrofit,Office,11-100,Google Street View,POINT (-122.34332 47.61383)
Medium Risk,Cascade/Eastlake,1265 Republican St,Seattle,WA,98109,1906,2,Substantial Alteration,Commercial,101+,Field Visit,POINT (-122.33086 47.62311)
Medium Risk,Cascade/Eastlake,603 Pontius Ave N,Seattle,WA,98109,1926,3,No visible retrofit,Residential,11-100,Field Visit,POINT (-122.33177 47.6244)
Medium Risk,Cascade/Eastlake,1814 Minor Ave,Seattle,WA,98101,1905,3,Permitted Retrofit,Residential,11-100,Permit Drawing Review,POINT (-122.33101 47.6171)
Medium Risk,Cascade/Eastlake,845 Bellevue Pl E,Seattle,WA,98102,1925,3,No visible retrofit,Residential,11-100,Sandborn Insurance Maps,POINT (-122.32687 47.62688)
Medium Risk,Cascade/Eastlake,1925 5th Ave,Seattle,WA,98101,1928,2,No visible retrofit,Commercial/Office,11-100,Sandborn Insurance Maps,POINT (-122.3389 47.61353)
Medium Risk,Cascade/Eastlake,2118 3rd Ave,Seattle,WA,98121,1914,2,Permitted Retrofit,Office,11-100,Permit Drawing Review,POINT (-122.34286 47.61355)
Medium Risk,Cascade/Eastlake,2035 4th Ave,Seattle,WA,98121,1926,2,Substantial Alteration,Commercial,11-100,Permit Drawing Review,POINT (-122.34116 47.61369)
Medium Risk,Cascade/Eastlake,2127 5th Ave,Seattle,WA,98121,1924,1,Permitted Retrofit,Office,11-100,Permit Drawing Review,POINT (-122.34148 47.61505)
Medium Risk,Cascade/Eastlake,2200 4th Ave,Seattle,WA,98121,1923,1,Visible retrofit,Other Mixed Uses,11-100,Google Street View-Rosettes,POINT (-122.34283 47.61469)
High Risk,Cascade/Eastlake,330 5th Ave N,Seattle,WA,98109,1929,2,No visible retrofit,Public Assembly,101+,Google Street View,POINT (-122.3476 47.62193)
Medium Risk,Cascade/Eastlake,117 Yale Ave N,Seattle,WA,98109,1927,2,No visible retrofit,Commercial,11-100,White Card Permit Records,POINT (-122.33041 47.61921)
Medium Risk,Cascade/Eastlake,227 9th Ave N,Seattle,WA,98109,1931,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.3398 47.62053)
Medium Risk,Cedar Park/Meadowbrook,10228 Fisher Pl NE,Seattle,WA,98125,1929,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.30086 47.70286)
Medium Risk,Cedar Park/Meadowbrook,14001 Lake City Way NE,Seattle,WA,98125,1924,1,No visible retrofit,Commercial,1-10,Field Visit,POINT (-122.29235 47.73036)
Critical Risk,Central Area/Squire Park,172 20th Ave,Seattle,WA,98122,1920,3,Visible retrofit,Schools,101+,Field Visit,POINT (-122.30637 47.60329)
Critical Risk,Central Area/Squire Park,400 23rd Ave,Seattle,WA,98122,1923,3,Substantial Alteration,Schools,101+,Sandborn Insurance Maps,POINT (-122.30185 47.60564)
Medium Risk,Central Area/Squire Park,722 18th Ave,Seattle,WA,98122,1908,2,No visible retrofit,Government,101+,Google Street View,POINT (-122.30862 47.60899)
High Risk,Central Area/Squire Park,800 18th Ave,Seattle,WA,98122,1901,2,No visible retrofit,Public Assembly,101+,Field Visit,POINT (-122.30886 47.60962)
Critical Risk,Central Area/Squire Park,810 18th Ave,Seattle,WA,98122,1904,3,Permitted Retrofit,Schools,101+,Permit Drawing Review,POINT (-122.30845 47.60936)
Medium Risk,Central Area/Squire Park,820 18th Ave,Seattle,WA,98122,1904,2,No visible retrofit,Residential,1-10,Google Street View,POINT (-122.30885 47.61014)
Medium Risk,Central Area/Squire Park,1101 17th Ave,Seattle,WA,98122,1928,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.31011 47.61163)
Critical Risk,Central Area/Squire Park,1424 15th Ave,Seattle,WA,98122,1924,2,Permitted Retrofit,Schools,101+,Photos from Previous Surveys,POINT (-122.31281 47.61379)
Medium Risk,Central Area/Squire Park,1621 17th Ave,Seattle,WA,98122,1924,3,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.31012 47.61596)
High Risk,Central Area/Squire Park,1631 16th Ave,Seattle,WA,98122,1929,4,No visible retrofit,Residential,101+,Google Street View,POINT (-122.31138 47.61631)
Critical Risk,Central Area/Squire Park,1700 E Jefferson St,Seattle,WA,98122,1910,1,No visible retrofit,Emergency,11-100,Field Visit,POINT (-122.31027 47.60617)
Medium Risk,Central Area/Squire Park,1810 15th Ave,Seattle,WA,98122,1925,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.31278 47.61803)
Critical Risk,Central Area/Squire Park,2306 E Cherry St,Seattle,WA,98122,1929,1,Substantial Alteration,Schools,11-100,Google Street View,POINT (-122.30247 47.60801)
Medium Risk,Central Area/Squire Park,1412 18th Ave,Seattle,WA,98122,1928,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.30879 47.61332)
Medium Risk,Central Area/Squire Park,2002 E Union St,Seattle,WA,98122,1908,2,No visible retrofit,Commercial/Residential,11-100,Field Visit,POINT (-122.30595 47.61292)
Medium Risk,Central Area/Squire Park,2018 E Union St,Seattle,WA,98122,1930,1,Permitted Retrofit,Commercial,101+,Google Street View,POINT (-122.30531 47.61293)
Medium Risk,Central Area/Squire Park,806 20th Ave,Seattle,WA,98122,1910,1,No visible retrofit,Public Assembly,11-100,Permit Drawing Review,POINT (-122.30637 47.60915)
Medium Risk,Central Area/Squire Park,2300 E Spruce St,Seattle,WA,98122,1907,1,No visible retrofit,Public Assembly,11-100,Field Visit,POINT (-122.30203 47.60349)
Medium Risk,Central Area/Squire Park,2300 E Yesler Way,Seattle,WA,98122,1913,1,Substantial Alteration,Public Assembly,11-100,Permit Drawing Review,POINT (-122.30178 47.60166)
Medium Risk,Central Area/Squire Park,117 18th Ave,Seattle,WA,98122,1907,3,Permitted Retrofit,Residential,11-100,Google Street View-Rosettes,POINT (-122.30896 47.60229)
Critical Risk,Central Area/Squire Park,2410 E Cherry St,Seattle,WA,98122,1902,3,Substantial Alteration,Schools,101+,Permit Drawing Review,POINT (-122.30052 47.60851)
Medium Risk,Central Area/Squire Park,120 23rd Ave E,Seattle,WA,98112,1923,3,Visible retrofit,Other Mixed Uses,11-100,Google Street View-Rosettes,POINT (-122.30252 47.61966)
Medium Risk,Central Area/Squire Park,1841 16th Ave,Seattle,WA,98122,1906,4,Substantial Alteration,Residential,11-100,Permit Drawing Review,POINT (-122.31139 47.61826)
Medium Risk,Central Area/Squire Park,1658 20th Ave,Seattle,WA,98122,1919,1,Substantial Alteration,Office,11-100,Google Street View,POINT (-122.30618 47.61699)
High Risk,Columbia City,3804 S Hudson St,Seattle,WA,98118,1920,1,Permitted Retrofit,Public Assembly,101+,Field Visit,POINT (-122.2842 47.55704)
Medium Risk,Columbia City,3806 S Ferdinand St,Seattle,WA,98118,1921,1,No visible retrofit,Commercial,101+,Google Street View,POINT (-122.28457 47.55786)
Medium Risk,Columbia City,3808 S Edmunds St,Seattle,WA,98118,1925,1,Substantial Alteration,Commercial,11-100,Permit Drawing Review,POINT (-122.285 47.55865)
Medium Risk,Columbia City,4243 Rainier Ave S,Seattle,WA,98118,1926,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.28831 47.56451)
High Risk,Columbia City,4721 Rainier Ave S,Seattle,WA,98118,1914,1,Permitted Retrofit,Public Assembly,101+,Field Visit,POINT (-122.28689 47.55977)
Medium Risk,Columbia City,4820 Rainier Ave S,Seattle,WA,98118,1920,2,No visible retrofit,Commercial/Residential,11-100,Field Visit,POINT (-122.28556 47.55882)
Medium Risk,Columbia City,4850 Rainier Ave S,Seattle,WA,98118,1907,3,No visible retrofit,Commercial/Residential,101+,Field Visit,POINT (-122.28537 47.55847)
Medium Risk,Columbia City,4868 Rainier Ave S,Seattle,WA,98118,1908,1,Permitted Retrofit,Commercial,11-100,Field Visit,POINT (-122.28514 47.55802)
Medium Risk,Columbia City,4869 Rainier Ave S,Seattle,WA,98118,1928,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.28521 47.55815)
Medium Risk,Columbia City,4873 Rainier Ave S,Seattle,WA,98118,1908,2,No visible retrofit,Commercial/Office,101+,Field Visit,POINT (-122.28515 47.55804)
Medium Risk,Columbia City,4900 Rainier Ave S,Seattle,WA,98118,1901,3,Permitted Retrofit,Commercial/Residential,11-100,Permit Drawing Review,POINT (-122.28495 47.55765)
Medium Risk,Columbia City,4901 Rainier Ave S,Seattle,WA,98118,1913,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,POINT (-122.28502 47.55779)
Medium Risk,Columbia City,4909 Rainier Ave S,Seattle,WA,98118,1906,2,Substantial Alteration,Commercial/Residential,101+,Permit Drawing Review,POINT (-122.28495 47.55764)
Medium Risk,Columbia City,4918 Rainier Ave S,Seattle,WA,98118,1920,1,Substantial Alteration,Commercial,11-100,Field Visit,POINT (-122.2847 47.55716)
Medium Risk,Columbia City,5000 Rainier Ave S,Seattle,WA,98118,1910,1,No visible retrofit,Commercial,101+,Google Street View,POINT (-122.28426 47.5566)
Medium Risk,Columbia City,5020 Rainier Ave S,Seattle,WA,98118,1926,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.28391 47.55628)
Medium Risk,Columbia City,5021 Rainier Ave S,Seattle,WA,98118,1924,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.28414 47.55649)
Medium Risk,Columbia City,5600 Rainier Ave S,Seattle,WA,98118,1926,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.27798 47.5517)
Medium Risk,Columbia City,5609 Rainier Ave S,Seattle,WA,98118,1920,2,No visible retrofit,Residential,1-10,Field Visit,POINT (-122.27798 47.55171)
Medium Risk,Columbia City,5619 Rainier Ave S,Seattle,WA,98118,1907,2,No visible retrofit,Commercial/Residential,11-100,Field Visit,POINT (-122.27781 47.55141)
Medium Risk,Columbia City,5701 Rainier Ave S,Seattle,WA,98118,1924,2,Permitted Retrofit,Commercial,101+,Google Street View,POINT (-122.27802 47.55087)
Medium Risk,Columbia City,5710 Rainier Ave S,Seattle,WA,98118,1920,2,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.27723 47.55102)
Medium Risk,Columbia City,5718 Rainier Ave S,Seattle,WA,98118,1919,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.27715 47.55056)
Medium Risk,Columbia City,6315 Rainier Ave S,Seattle,WA,98118,1921,2,No visible retrofit,Industrial,1-10,Google Street View,POINT (-122.27561 47.54573)
Medium Risk,Columbia City,5607 Rainier Ave S,Seattle,WA,98118,1915,2,No visible retrofit,Commercial/Residential,11-100,Field Visit,POINT (-122.27842 47.55165)
Critical Risk,Columbia City,4200 S Mead St,Seattle,WA,98118,1912,2,Permitted Retrofit,Schools,101+,Field Visit,POINT (-122.27991 47.55044)
Medium Risk,Downtown,115 Cherry St,Seattle,WA,98104,1900,7,No visible retrofit,Commercial/Office,101+,Photos from Previous Surveys,POINT (-122.33369 47.60283)
Medium Risk,Downtown,213 Cherry St,Seattle,WA,98104,1900,5,Visible retrofit,Commercial,11-100,Photos from Previous Surveys,POINT (-122.33243 47.60333)
Medium Risk,Downtown,216 James St,Seattle,WA,98104,1910,7,Visible retrofit,Other Mixed Uses,101+,Google Street View,POINT (-122.33177 47.60262)
Medium Risk,Downtown,410 4th Ave,Seattle,WA,98104,1909,6,No visible retrofit,Residential,101+,Google Street View,POINT (-122.32876 47.60211)
Medium Risk,Downtown,521 3rd Ave,Seattle,WA,98104,1900,4,No visible retrofit,Commercial/Residential,101+,Photos from Previous Surveys,POINT (-122.33128 47.60261)
Medium Risk,Downtown,524 2nd Ave,Seattle,WA,98104,1900,5,Permitted Retrofit,Commercial/Office,101+,Google Street View,POINT (-122.33237 47.60212)
Medium Risk,Downtown,600 Western Ave,Seattle,WA,98104,1913,3,Permitted Retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.33548 47.60199)
Medium Risk,Downtown,606 2nd Ave,Seattle,WA,98104,1900,6,Permitted Retrofit,Commercial/Residential,11-100,Photos from Previous Surveys,POINT (-122.33278 47.60256)
Medium Risk,Downtown,616 1st Ave,Seattle,WA,98104,1902,7,Substantial Alteration,Commercial/Office,101+,Field Visit,POINT (-122.33401 47.60218)
Medium Risk,Downtown,619 3rd Ave,Seattle,WA,98104,1911,6,Permitted Retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.3319 47.60328)
High Risk,Downtown,809 Western Ave,Seattle,WA,98104,1906,4,Substantial Alteration,Commercial,11-100,Google Street View,POINT (-122.33631 47.60309)
High Risk,Downtown,811 1st Ave,Seattle,WA,98104,1900,6,Permitted Retrofit,Commercial/Office,101+,Google Street View,POINT (-122.33523 47.6036)
Medium Risk,Downtown,811 5th Ave,Seattle,WA,98104,1902,5,Substantial Alteration,Public Assembly,11-100,Permit Drawing Review,POINT (-122.33092 47.60564)
High Risk,Downtown,1008 Western Ave,Seattle,WA,98104,1905,6,Visible retrofit,Commercial/Office,101+,Field Visit,POINT (-122.33771 47.6046)
Medium Risk,Downtown,1319 Western Ave,Seattle,WA,98101,1900,1,Permitted Retrofit,Commercial,11-100,Google Street View,POINT (-122.33985 47.60694)
Medium Risk,Downtown,1400 Western Ave,Seattle,WA,98101,1915,4,Visible retrofit,Commercial/Residential,101+,Google Street View-Rosettes,POINT (-122.34038 47.60751)
High Risk,Downtown,1414 Alaskan Way,Seattle,WA,98101,1909,4,Visible retrofit,Commercial/Office,101+,Google Street View,POINT (-122.34124 47.60739)
High Risk,Downtown,1507 Western Ave,Seattle,WA,98101,1910,6,No visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.34137 47.6086)
Medium Risk,Downtown,1518 Pike Pl,Seattle,WA,98101,1910,2,Substantial Alteration,Commercial,11-100,Permit Drawing Review,POINT (-122.34132 47.60915)
Medium Risk,Downtown,1018 1st Ave,Seattle,WA,98104,1890,5,Permitted Retrofit,Commercial/Office,101+,Google Street View,POINT (-122.33677 47.60528)
High Risk,Downtown,1201 Western Ave,Seattle,WA,98101,1910,5,Visible retrofit,Commercial,101+,Google Street View-Rosettes,POINT (-122.33889 47.6059)
Medium Risk,Downtown,509 3rd Ave,Seattle,WA,98104,1908,7,Substantial Alteration,Other Mixed Uses,101+,Photos from Previous Surveys,POINT (-122.33106 47.60239)
High Risk,Downtown,606 1st Ave,Seattle,WA,98104,1892,6,Permitted Retrofit,Public Assembly,101+,Field Visit,POINT (-122.33416 47.60216)
Medium Risk,Downtown,614 1st Ave,Seattle,WA,98104,1902,3,Visible retrofit,Commercial/Office,101+,Field Visit,POINT (-122.33401 47.60218)
Medium Risk,Downtown,110 Cherry St,Seattle,WA,98104,1903,3,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.33385 47.60276)
High Risk,Downtown,605 1st Ave,Seattle,WA,98104,1900,6,Visible retrofit,Commercial/Office,101+,Google Street View,POINT (-122.33416 47.60201)
High Risk,Downtown,625 1st Ave,Seattle,WA,98104,1900,4,Permitted Retrofit,Commercial/Office,11-100,Google Street View,POINT (-122.33451 47.60226)
Medium Risk,Downtown,627 1st Ave,Seattle,WA,98104,1908,3,Permitted Retrofit,Commercial/Office,11-100,Google Street View,POINT (-122.33453 47.60226)
High Risk,Downtown,1007 1st Ave,Seattle,WA,98104,1901,4,Visible retrofit,Commercial/Residential,101+,Google Street View-Rosettes,POINT (-122.33648 47.60498)
Medium Risk,Downtown,1012 1st Ave,Seattle,WA,98104,1900,5,Substantial Alteration,Commercial/Office,101+,Permit Drawing Review,POINT (-122.33604 47.60533)
High Risk,Downtown,1015 1st Ave,Seattle,WA,98104,1901,4,Visible retrofit,Commercial/Residential,101+,Google Street View-Rosettes,POINT (-122.33663 47.60513)
High Risk,Downtown,1023 1st Ave,Seattle,WA,98104,1901,6,Visible retrofit,Commercial/Residential,101+,Google Street View-Rosettes,POINT (-122.33676 47.60527)
High Risk,Downtown,810 4th Ave,Seattle,WA,98104,1907,6,No visible retrofit,Public Assembly,101+,Google Street View,POINT (-122.33191 47.605)
High Risk,Downtown,83 Columbia St,Seattle,WA,98104,1914,4,No visible retrofit,Commercial/Office,101+,Sandborn Insurance Maps,POINT (-122.3358 47.60296)
High Risk,Downtown,606 Post Ave,Seattle,WA,98104,1900,5,Visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.33489 47.60198)
High Risk,Downtown,619 Post Ave,Seattle,WA,98104,1901,5,Permitted Retrofit,Commercial,11-100,Google Street View,POINT (-122.335 47.6024)
Medium Risk,Downtown,1534 Pike Pl,Seattle,WA,98101,1910,3,Substantial Alteration,Commercial/Residential,11-100,Google Street View,POINT (-122.3416 47.60932)
Medium Risk,Downtown,1513 1st Ave,Seattle,WA,98101,1942,4,Substantial Alteration,Commercial/Residential,101+,Permit Drawing Review,POINT (-122.34047 47.60921)
Medium Risk,Downtown,107 Pine St,Seattle,WA,98101,1900,4,Substantial Alteration,Commercial/Residential,101+,Google Street View,POINT (-122.34065 47.60993)
High Risk,Downtown,1413 3rd Ave,Seattle,WA,98101,1907,3,Visible retrofit,Public Assembly,101+,Google Street View-Rosettes,POINT (-122.33729 47.60916)
Medium Risk,Downtown,1119 1st Ave,Seattle,WA,98101,1892,5,Permitted Retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.33736 47.60591)
Medium Risk,Downtown,1600 1st Ave,Seattle,WA,98101,1909,6,No visible retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.34118 47.61)
Medium Risk,Downtown,121 Stewart St,Seattle,WA,98101,1914,2,Permitted Retrofit,Commercial/Office,101+,Google Street View,POINT (-122.34072 47.61078)
High Risk,Downtown,114 Pike St,Seattle,WA,98101,1924,2,Substantial Alteration,Public Assembly,101+,Permit Drawing Review,POINT (-122.33933 47.60911)
Medium Risk,Downtown,120 Pike St,Seattle,WA,98101,1904,7,Substantial Alteration,Commercial,101+,Permit Drawing Review,POINT (-122.33915 47.60919)
High Risk,Downtown,1510 1st Ave,Seattle,WA,98101,1923,2,No visible retrofit,Public Assembly,101+,Google Street View,POINT (-122.34001 47.60939)
Medium Risk,Downtown,103 Pike St,Seattle,WA,98101,1910,3,Substantial Alteration,Commercial/Residential,101+,Google Street View,POINT (-122.33976 47.60893)
Medium Risk,Downtown,110 Union St,Seattle,WA,98101,1910,5,Permitted Retrofit,Commercial/Office,101+,Google Street View,POINT (-122.33871 47.60799)
High Risk,Downtown,1426 1st Ave,Seattle,WA,98101,1916,2,Visible retrofit,Public Assembly,101+,Google Street View,POINT (-122.33953 47.60865)
High Risk,Downtown,1423 1st Ave,Seattle,WA,98101,1900,2,Substantial Alteration,Public Assembly,101+,Permit Drawing Review,POINT (-122.33976 47.60846)
Medium Risk,Downtown,1315 1st Ave,Seattle,WA,98101,1900,3,Substantial Alteration,Residential,101+,Permit Drawing Review,POINT (-122.33881 47.60744)
Medium Risk,Downtown,1216 1st Ave,Seattle,WA,98101,1900,4,No visible retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.33804 47.60663)
Medium Risk,Downtown,1206 1st Ave,Seattle,WA,98101,1900,2,No visible retrofit,Commercial,11-100,Permit Drawing Review,POINT (-122.33778 47.60635)
Medium Risk,Downtown,1221 2nd Ave,Seattle,WA,98101,1906,6,Visible retrofit,Commercial/Office,101+,Google Street View-Rosettes,POINT (-122.33685 47.60698)
Medium Risk,Downtown,1201 2nd Ave,Seattle,WA,98101,1900,2,Visible retrofit,Commercial/Office,101+,Google Street View-Rosettes,POINT (-122.33661 47.60672)
Medium Risk,Downtown,1423 4th Ave,Seattle,WA,98101,1909,2,Substantial Alteration,Commercial,11-100,Permit Drawing Review,POINT (-122.33633 47.60977)
Medium Risk,Downtown,1416 3rd Ave,Seattle,WA,98101,1902,3,Substantial Alteration,Commercial/Office,101+,Permit Drawing Review,POINT (-122.3373 47.60917)
Medium Risk,Downtown,1513 3rd Ave,Seattle,WA,98101,1920,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,POINT (-122.33818 47.61013)
Medium Risk,Downtown,1520 4th Ave,Seattle,WA,98101,1907,6,No visible retrofit,Commercial/Office,101+,Permit Drawing Review,POINT (-122.33727 47.6108)
Medium Risk,Downtown,1516 2nd Ave,Seattle,WA,98101,1906,4,Visible retrofit,Commercial/Office,101+,Google Street View,POINT (-122.33921 47.61014)
High Risk,Duwamish/SODO,55 S Atlantic St,Seattle,WA,98134,1904,4,Permitted Retrofit,Commercial/Office,101+,Google Street View,POINT (-122.33618 47.59029)
High Risk,Duwamish/SODO,83 S King St,Seattle,WA,98104,1904,7,Permitted Retrofit,Commercial/Office,101+,Permit Drawing Review,POINT (-122.33476 47.59829)
Medium Risk,Duwamish/SODO,85 S Atlantic St,Seattle,WA,98134,1937,2,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,POINT (-122.3354 47.59028)
Medium Risk,Duwamish/SODO,85 S Lander St,Seattle,WA,98134,1926,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.3347 47.57944)
High Risk,Duwamish/SODO,97 S Jackson St,Seattle,WA,98104,1905,5,Permitted Retrofit,Other Mixed Uses,101+,Google Street View,POINT (-122.33466 47.59921)
High Risk,Duwamish/SODO,100 S King St,Seattle,WA,98104,1907,6,Permitted Retrofit,Commercial/Office,101+,Field Visit,POINT (-122.33379 47.5983)
Medium Risk,Duwamish/SODO,115 S Jackson St,Seattle,WA,98104,1900,2,Substantial Alteration,Commercial/Office,101+,Google Street View,POINT (-122.33339 47.59922)
Medium Risk,Duwamish/SODO,123 S Jackson St,Seattle,WA,98104,1902,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.33315 47.59922)
High Risk,Duwamish/SODO,166 S King St,Seattle,WA,98104,1907,7,Permitted Retrofit,Commercial/Office,101+,Permit Drawing Review,POINT (-122.33203 47.5983)
High Risk,Duwamish/SODO,171 S Jackson St,Seattle,WA,98104,1900,5,Permitted Retrofit,Commercial,101+,Google Street View,POINT (-122.33184 47.59922)
High Risk,Duwamish/SODO,411 1st Ave S,Seattle,WA,98104,1913,7,Permitted Retrofit,Commercial/Office,101+,Permit Drawing Review,POINT (-122.33418 47.59874)
High Risk,Duwamish/SODO,419 Occidental Ave S,Seattle,WA,98104,1906,7,Substantial Alteration,Commercial/Office,101+,Field Visit,POINT (-122.33289 47.59855)
High Risk,Duwamish/SODO,542 1st Ave S,Seattle,WA,98104,1904,4,Permitted Retrofit,Commercial/Office,101+,Google Street View,POINT (-122.3342 47.59703)
High Risk,Duwamish/SODO,548 1st Ave S,Seattle,WA,98104,1904,4,Permitted Retrofit,Industrial,11-100,Google Street View,POINT (-122.3342 47.59677)
Medium Risk,Duwamish/SODO,553 1st Ave S,Seattle,WA,98104,1910,3,No visible retrofit,Commercial/Office,11-100,Google Street View,POINT (-122.3342 47.5968)
High Risk,Duwamish/SODO,562 1st Ave S,Seattle,WA,98104,1909,7,No visible retrofit,Commercial/Office,11-100,Google Street View,POINT (-122.33418 47.59643)
Medium Risk,Duwamish/SODO,590 1st Ave S,Seattle,WA,98104,1903,2,Substantial Alteration,Commercial/Residential,101+,Permit Drawing Review,POINT (-122.33377 47.59581)
Medium Risk,Duwamish/SODO,820 1st Ave S,Seattle,WA,98134,1920,2,No visible retrofit,Commercial/Office,11-100,Google Street View,POINT (-122.33385 47.59541)
High Risk,Duwamish/SODO,900 1st Ave S,Seattle,WA,98134,1904,4,No visible retrofit,Commercial/Office,101+,Google Street View,POINT (-122.33413 47.59482)
High Risk,Duwamish/SODO,1000 1st Ave S,Seattle,WA,98134,1910,6,Substantial Alteration,Commercial/Office,101+,Google Street View,POINT (-122.3337 47.59418)
Medium Risk,Duwamish/SODO,1003 6th Ave S,Seattle,WA,98134,1928,2,Permitted Retrofit,Commercial,11-100,Google Street View,POINT (-122.32619 47.59439)
High Risk,Duwamish/SODO,1201 1st Ave S,Seattle,WA,98134,1914,2,No visible retrofit,Public Assembly,101+,Permit Drawing Review,POINT (-122.33463 47.59194)
High Risk,Duwamish/SODO,1518 1st Ave S,Seattle,WA,98134,1907,6,Permitted Retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.33368 47.58939)
High Risk,Duwamish/SODO,1530 1st Ave S,Seattle,WA,98134,1937,1,Substantial Alteration,Public Assembly,101+,Permit Drawing Review,POINT (-122.33368 47.58939)
Medium Risk,Duwamish/SODO,1534 1st Ave S,Seattle,WA,98134,1928,2,No visible retrofit,Commercial/Office,101+,Google Street View,POINT (-122.3342 47.58903)
High Risk,Duwamish/SODO,1700 1st Ave S,Seattle,WA,98134,1935,2,Permitted Retrofit,Public Assembly,101+,Google Street View,POINT (-122.33421 47.5879)
Medium Risk,Duwamish/SODO,1701 1st Ave S,Seattle,WA,98134,1910,3,No visible retrofit,Commercial/Office,11-100,Google Street View,POINT (-122.33421 47.58793)
Medium Risk,Duwamish/SODO,1728 4th Ave S,Seattle,WA,98134,1946,1,Substantial Alteration,Commercial,11-100,Permit Drawing Review,POINT (-122.32864 47.58718)
Medium Risk,Duwamish/SODO,1956 1st Ave S,Seattle,WA,98134,1930,1,Substantial Alteration,Commercial,11-100,Photos from Previous Surveys,POINT (-122.33369 47.58431)
High Risk,Duwamish/SODO,2200 1st Ave S,Seattle,WA,98134,1900,4,Permitted Retrofit,Office,101+,Google Street View,POINT (-122.3342 47.58361)
Medium Risk,Duwamish/SODO,2244 1st Ave S,Seattle,WA,98134,1918,1,Permitted Retrofit,Commercial,11-100,Field Visit,POINT (-122.33369 47.58256)
Medium Risk,Duwamish/SODO,2424 1st Ave S,Seattle,WA,98134,1918,1,Permitted Retrofit,Commercial,11-100,Permit Drawing Review,POINT (-122.33369 47.58082)
Medium Risk,Duwamish/SODO,2724 1st Ave S,Seattle,WA,98134,1926,1,No visible retrofit,Commercial/Office,11-100,Field Visit,POINT (-122.33384 47.57875)
Medium Risk,Duwamish/SODO,2724 6th Ave S,Seattle,WA,98134,1910,3,Permitted Retrofit,Commercial/Office,11-100,Google Street View,POINT (-122.32551 47.57912)
Medium Risk,Duwamish/SODO,3100 Airport Way S,Seattle,WA,98134,1920,2,No visible retrofit,Office,11-100,Field Visit,POINT (-122.32142 47.57656)
Medium Risk,Duwamish/SODO,3207 1st Ave S,Seattle,WA,98134,1917,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.33469 47.57541)
Medium Risk,Duwamish/SODO,3220 1st Ave S,Seattle,WA,98134,1918,2,Visible retrofit,Commercial/Office,101+,Google Street View,POINT (-122.33424 47.57499)
Medium Risk,Duwamish/SODO,3300 Airport Way S,Seattle,WA,98134,1957,1,No visible retrofit,Office,11-100,Google Street View,POINT (-122.32145 47.57394)
Medium Risk,Duwamish/SODO,4025 7th Ave S,Seattle,WA,98108,1906,2,No visible retrofit,Industrial,11-100,Google Street View,POINT (-122.32403 47.56788)
High Risk,Duwamish/SODO,111 S Jackson St,Seattle,WA,98104,1904,5,Permitted Retrofit,Commercial,101+,Google Street View,POINT (-122.33379 47.59922)
